status,website,license_validity,official_rep,name,telephone,address,email
Delisted, None,10/17/2002 to 10/16/2006,MR. VINCENT B. BALDO,"ACROSS THE MILES MANPOWER RESOURCES, INC",9287209/ 9287234,#44 FR MARTINEZ ST COR SCT TUAZON BGY OBRERO QC&amp;nbsp,
Cancelled,NA,7/22/2008 to 7/22/2012,TEODORO A. MALLARI,ACROSS UNIVERSE INTERNATIONAL MANPOWER AGENCY,3373739,"R303 305 3F KIMVI BLG 1191 MA OROSA ST&amp;nbspERMITA, MANILA",NA
Forever Banned,, to 11/10/1984,MR ANTHONY U QUE,ACTION MANPOWER MANAGEMENT CORPORATION ,,"561 CARLOS PALANCA ST&amp;nbspQUIAPO, MANILA",
Revoked,,3/27/2000 to 3/27/2002,BUENA B DELA CRUZ,"ACTIVE LINK MANPOWER RESOURCES INTERNATIONAL, INC.",7294023 / 8171826,GF &amp; 2F 1256 BATANGAS ST BGY SAN ISIDRO MKT&amp;nbsp,
Cancelled, None,12/9/2006 to 12/8/2010,ANTONIO C CORPUZ,ACTIVE MANPOWER & GENERAL SERVICES,5360066,"GF,#1817 &amp; RM302 #1828 SN MARCELINO ST MALATE MLA&amp;nbsp",antonio_corpuz@hotmail.com 
Cancelled,www.activeworks.com.ph ,12/4/2006 to 12/3/2010,WILFREDO H. PACRES,"ACTIVE WORKS, INC.",5362172/ 5227417,RM 201 MERCHANT BLG.509 FAURA ST ERMITA MLA&amp;nbsp,actworks@pacific.net.ph 
Cancelled, None,10/18/2007 to 10/17/2011,MA THERESA P DELA CRUZ,AD`S OVERSEAS PLACEMENT AGENCY,559-8538/559-8476,"1870 F.T. BENITEZ ST.&amp;nbspMALATE, MANILA",TESS-ADS@PACIFIC.NET.PH /TESSADS@YAHOO.COM
Delisted,,8/30/1996 to 8/30/1998,MR RODOLFO V TORRES,ADAM-C MANPOWER CORPORATION ,8338822,RM.202-203 CK SY DIAMOND BLDG. 156 LIBERTAD PASAY&amp;nbsp,
Valid License,www.adamsonphil.com,10/24/2015 to 10/23/2019,MR MILTON A ADAMSON,ADAMSON (PHIL) INC,(02) 8162316 / 8160794 / 09178907663,"1101 11F SAGE HSE 110  RUFINO ST&amp;nbspLEGASPI VILLAGE, MAKATI",adamsonphil@eastern.com.ph
Cancelled, None,4/28/2012 to 4/27/2016,EMMA M. VICTORIA,ADANA MANPOWER SERVICES CORPORATION (FORMERLY ADANA MANPOWER SERVICES),(033) 3294424/ 5211570/ 5215791,"GF RENAISSANCE BLG JALANDONI ST&amp;nbspJARO, ILOILO",adana_ilo2@yahoo.com/clairemagon@yahoo.com
Delisted,,12/29/1987 to 12/29/1989,MR ZOSIMO P CASTOR,ADARNA MANPOWER & RESOURCES INC ,,1155A ENRIQUEZ BLDG QUEZON AVE&amp;nbspQUEZON CITY,
Delisted,add.com.ph ,3/15/2004 to 3/14/2008,JACQUES A. DUPASQUIER,ADD INTERNATIONAL SERVICES INC,8133000/ 8176754/63,"5F PILAR BLDG 148 AMORSOLO ST.&amp;nbspLEGASPI VILLAGE, MAKATI",addinter@pacific.net.ph 
Delisted,,11/28/1995 to 11/27/1997,MR IGNACIO SOL CRUZ II,ADDISC INTERNATIONAL INC (FOR ADDISC ENTERPRISES INC), 501310 /  571570,SUITE 303 MARDECOR BLDG 509 P.FAURA ERMITA MLA.&amp;nbsp,
Delisted,WWW.ADEC-TECHNICAL.COM,9/7/2007 to 9/7/2008,ANTHONY A. CATAJAN,ADEC TECHNICAL SOLUTIONS INC (FORMERLY AMERICAN DATA EXCHANGE EMPLOYER`S SO,8427291,BLG 17 ANNX D MARIANO INDSTRL  COMP  ALBNG ZPTE RD&amp;nbspLAS PI�AS,ANTHONY.CATAJAN@ADEC-GROUP.COM
Valid License,N/A,6/7/2017 to 6/6/2021,,ADFIL SHIPMANNING & MANAGEMENT CORP,(02) 5671834 to 35/ 09397804443/ 09175510469,"S601 MA NATIVIDAD BLG 470 TM KALAW COR CORTADA ST&amp;nbspERMITA, MANILA",adfil@kyowaflt.com
Cancelled,, to 2/22/1984,ENGR MAMINTAL M ADIONG,ADIONG INTERNATIONAL & DEVELOPMENT CORPORATION, 990954,"18 MASIGLA ST&amp;nbspDILIMAN, QUEZON CITY",
Cancelled, None,6/17/2010 to 6/16/2014,MS ADELAIDA C MANABAT,"ADMAN HUMAN RESOURCES PLACEMENT AND PROMOTIONS, INC.",813-1617,"2F&amp;3F NICFUR BLG 1988 TAFT AVE&amp;nbspMALATE, MANILA",adman_hr@yahoo.com
Valid License,www.avatarmaritime.com,9/9/2016 to 9/8/2020,MARIA CELESTE E SAGOSO,ADMIMAN MANNING INC,5672282/5672292/5672922/ 09292884273/09271497318,"S1405 &amp; 1406,  ERMITA CENTER BLDG 1350 ROXAS BLVD&amp;nbspERMITA, MANILA",manila@avatarmaritime.com/crew@avatarmaritime.com
Valid License, None,4/7/2016 to 4/6/2020,ELLEN M TIAMZON,ADMIRAL OVERSEAS EMPLOYMENT CORPORATION,843-1448,"UNITS 8A &amp; 8B, 8/F, GMA LOU-BEL PLAZA, 7514 BAGTIK&amp;nbspSAN ANTONIO VILLAGE, MAKATI",admiralmanila@gmail.com
Delisted, None,12/14/2002 to 12/13/2006,ADELMIRA DE LEON UMEDA,"ADMIRALE HUMAN RESOURCES, INC.",2878792/ 2877967,B16A LT2 PH 111-E LANGARAY COR PADAS KALOOKAN CITY&amp;nbsp,
Cancelled,NA,8/2/2015 to 8/1/2019,LORNA H ELKAHLOUT,ADNAN INTERNATIONAL MANPOWER SERVICES CORPORATION,5265564 / 5366543/ 09177440990,"RMS K &amp; M RAMAGI BLDG 1081 P GIL ST PACO MANILA&amp;nbspPACO, MANILA",adnanintl1998@gmail.com
Delisted, None,10/5/1994 to 10/4/1996,MR JESUS S MANEGO,ADVANCE ENGINEERING CORPORATION,02-802-2501 / 403-4728,"2208 SINGALONG ST&amp;nbspMALATE, MANILA", None
Valid License,www.advancegrouplink.com,4/16/2017 to 4/15/2021,CERES L. RIVERA,ADVANCE GROUP LINK MANPOWER SERVICES INC,961-6434/ 0939-9250064 (mobile),2F 35-I GENERAL AVE GSIS VILLAGE PROJECT 8&amp;nbspQUEZON CITY,info@advancegrouplink.com
Delisted, None,2/15/2002 to 2/15/2004,ELENITA M CORTEZ,ADVANCE MANPOWER INTERNATIONAL,7218175,"NO 20 REAL ST COR NORTH ROAD&amp;nbspCUBAO, QUEZON CITY",
Valid License,www.advanceproductionsinc.com,9/24/2015 to 9/23/2019,MR MAGDALINO Q GADRINAB,ADVANCE PRODUCTIONS INC,8058716 / 8000126 / 09177089400,"#5 MORNING GLORY STREET, BRGY. PILAR VILLAGE&amp;nbspLAS PI�AS",info@advanceproductionsinc.com
Valid License, None,3/29/2016 to 3/28/2020,RUEL F LUCAS,ADVANCE STEP INTERNATIONAL MANPOWER SERVICES INC,0908-8205650/ 0915-8463112 (mobile),"S201 2/F PIERRE&amp;PAUL BLDG 505 A FLORES COR MABINI&amp;nbspERMITA, MANILA",asims2012@yahoo.com
Delisted, None,3/26/2001 to 3/26/2003,MARIA B ZAPATA,ADVENT MARITIME SHIPPING AND GEN. SVCS. INC. (for. ANGELIC MARINE SERVICES ,2454251/ 2454772,"RM. 110 G/F REGINA BLDG., 410 BURKE ST. COR. ESCOL&amp;nbspBINONDO, MANILA",
Cancelled, None,2/26/2002 to 2/26/2004,JESSICA A QUILAPIO,ADVENTURE PLACEMENT & PROMOTION CO,8739611/8735521,"8H,7G&amp;4D SANTIAGUEL BLG,182 REAL&amp;nbspPAMPLONA, LAS PI�AS",
Valid License,NA,7/16/2016 to 7/15/2020,,AEGEAN CREWING INC (FORMERLY AEGEAN MARINE PROVIDERS INC),5253445 / 5253241,"UNIT 3-B/C,3F, 1377 A MABINI COR STA MONICA STS&amp;nbspERMITA, MANILA",aegeanmpi@gmail.com
Valid License,www.aegiscrew.com,8/6/2015 to 8/5/2019,CAPT REYNOLD L TORRES,AEGISCREW MANNING INC(FORMERLY GREAT MARITIME SHIPMANAGEMENT INC),(02) 5534668/ (02) 4784458,"B1 L5, VICTORIA SPRINGVILLE HTS, PH5, MOLINO,&amp;nbspBACOOR CITY, CAVITE",manning@aegiscrew.com.ph
Suspended,NA,8/14/2008 to 8/13/2012,RUBY L.BACUS,AELA INTERNATIONAL MANPOWER SERVICES,(032)2382137,"2F SAIL CTR COMM COMPLEX NORTH RECLAMATION AREA&amp;nbspCEBU CITY, CEBU",NA
Delisted, None,1/3/2000 to 12/23/2001,CAPT DANILO P VENIDA,AENAOS SHIPPING SERVICES INC,8821474 / 8821479,3/F MACRIMA BLDG.1666ESCUELA COR.EDSA MKTI CITY&amp;nbsp,
Valid License, None,10/10/2018 to 10/9/2022,MA PAULA L SAN AGUSTIN,"AERO ALLIED INTERNATIONAL, INC.",893-8625/843-9616,"GF, YMC BLDG, 2320 PASONG TAMO EXTENSION&amp;nbspMAKATI",aainternational@pldtdsl.net
Forever Banned,,6/18/1986 to 6/18/1988,MS LETICIA B LE MOIGNE,AFFILIATED INTERNATIONAL AGENCIES ,5219443 / 5219445,"SUITE 306 MERCHANT CENTER BLDG P.FAURA&amp;nbspERMITA, MANILA",
Valid License,www.afrmanpower.com,11/25/2018 to 11/24/2022,MR ALBERTO F REYES,AFR RESOURCES & MANPOWER DEVELOPMENT CORP.,4008309/3385754,"BUILDING A, 2230 SINGALONG STREET&amp;nbspMALATE, MANILA",afrcorp@pacific.net.ph
Cancelled, None,8/31/2010 to 8/30/2014,BADRIYA S YAHSIN,AFT INTERNATIONAL MANPOWER SERVICES,3021104/ 5233150 (telefax),"R207,207A,211, 213, 217 &amp; 218A, 2/F, GEDISCO CENTR&amp;nbspERMITA, MANILA", None
Delisted, None,4/8/2001 to 4/7/2003,RODRIGO P GOMEZ,AGAPE PERSONNEL INTERNATIONAL INC,8171201 / 8437112,UNIT G-41 SOUTH STAR PLAZA SUPERHIGHWAY MAKATI&amp;nbsp,
Inactive,, to 3/12/1984,MR EDUARDO ESCOBAR JR,AGE CONSTRUCTION COMPANY INC (ACE GLOBE MGT & SERVICES INC), 611687,"814 EARNSHAW ST&amp;nbspSAMPALOC, MANILA",
Valid License,N/A,12/13/2017 to 12/13/2019,FELIPE DE LEON VENTURA,AGE INTERNATIONAL GULF EMPLOYMENT CO,(02) 3101080 / 09985650858,"ROOM 208 2ND FLOOR L &amp; S BUILDING 1414 ROXAS BLVD&amp;nbspERMITA, MANILA",aigec2018@gmail.com
Delisted,,9/4/1996 to 9/3/1998,MR WILFREDO T SALAZAR,AGF MANPOWER DEVELOPMENT CORPORATION ,,"1655-1657 ESPANA ST&amp;nbspSAMPALOC, MANILA",
Cancelled,, to 11/26/1987,MS MARY L YORO,AGGREGATE EMPLOYMENT & SERVICES CORPORATION,5216675,"1175 LORENZO GUERRERO ST COR ARQUIZA ST&amp;nbspERMITA, MANILA",
Valid License,www.agilecrew.com,11/9/2016 to 11/8/2020,MS IMELDA BARCELONA,AGILE MARITIME RESOURCES INC (FOR PII MARITIME SVCS INC),7381608/ 7381607/ 8890251,"GF AND UNITS 2B &amp; 201, 2/F WOODLAND PARK COND.3906&amp;nbspMAKATI",agile@agilecrew.com
Valid License,http://www.jerserv.com,12/19/2018 to 12/18/2022,LORENZO P. LANGOMEZ,AGILITY INTERNATIONAL MANPOWER SOLUTION (AIMS) INC (FORMERLY JERR SERVICES),5212996 5218928,2F JERR BLG 511 ALONZO ST MALATE MANILA&amp;nbsp,jerr_services@yahoo.com
Delisted,,12/14/1993 to 12/13/1995,MS VICTORIA M CANLAS,AGM INTERNATIONAL SERVICES CO , 592555 /  506306,"RMS 400,409,411 GEDISCO CTR 1564 A.MABINI MLA&amp;nbsp",
Cancelled, None,5/9/2012 to 5/8/2016,NORMA DEL MUNDO,AGUILA MANAGEMENT & RESOURCES CORPORATION,5533330,"2ND FLOOR, Z.L. BLDG, 834 E. ZOBEL COR J.P. RIZAL &amp;nbspMAKATI",amarco1981@yahoo.com
Valid License,www.aguinaldoagency.com,3/6/2018 to 3/5/2022,ROSEMARIE V POLICARPIO,AGUINALDO RECRUITMENT AGENCY INC,5237905/ 5233811,"1202-I &amp; J,  GENERAL LUNA STREET&amp;nbspERMITA, MANILA",info@aguinaldoagency.com
Delisted,, to 5/24/1985,MR RENE AGUILA,AGVILL RESOURCES INC ,,137 YAKAL ST&amp;nbspMAKATI,
Delisted, None,3/18/2002 to 3/18/2004,MA. LOURDES J LASAM,"AHEAD INTERNATIONAL EMPLOYMENT, INC.",772-5606,2/F AURORA BLDG ALABANG ZAPOTE ROAD&amp;nbspMUNTINLUPA,
Delisted,NA,5/19/2008 to 5/19/2009,MICHAEL J. DALUMPINES,AHP RECRUITMENT INTERNATIONAL PHILS CORP,7268776/7233870,S202 2F SEKAI CTR 368 ORTIGAS AVE COR MADISON ST&amp;nbspSAN JUAN,NA
Delisted,,12/27/1987 to 1/2/1990,MR ENRIQUE ZOBEL,AI MANPOWER SERVICES INC (AYALA INT`L MANPOWER SERVICES INC),8162633 / 8162641,2ND FLR ENZO BLDG 399 SEN GIL PUYAT AVE&amp;nbspMAKATI,
Cancelled, None,12/18/2014 to 12/17/2018,,AIM HIGH INTERNATIONAL PLACEMENT CORPORATION,(02) 3986244,"GROUND FLOOR, #43 KAMUNING ROAD&amp;nbspQUEZON CITY",aimhighintlplacementcorp.aimhigh@yahoo.com
Delisted, None,12/12/2008 to 6/11/2009,RAUL ENRIQUE B.CONCEPCION,AIM MANILA FEDERATED INC,7712003-2007,"U-C 7/F UNIOIL CTR CONDO MUNTINLUPA CITY&amp;nbspAYALA ALABANG, MUNTINLUPA", None
Delisted,,7/30/1997 to 7/30/1999,NIERESA A CABAHUG,AIMS SHIPMANAGEMENT CORPORATION ,5268004 / 5273760,3F MARINE CTRL BLDG MAGALLANES ST INTRAMUROS MANIL&amp;nbsp,
Cancelled, None,12/18/2000 to 12/18/2002,NIERESA A CABAHUG,AIMS WORLD MANAGEMENT CORP.,3022570 (TELEFAX),"RM 505 GEDISCO TERRACE,1148 R BLVD.&amp;nbspERMITA, MANILA", None
Delisted,, to 12/3/1989,MR FRANK P SANTOS,AIR SEA MULTI-SERVICES CORPORATION ,,"2646-A TAFT AVE&amp;nbspMALATE, MANILA",
Cancelled,,6/30/2003 to 6/29/2007,MARIAM SALIK,"AIRA INTERNATIONAL AGENCY, INC.(FORMERLY ALGHAMDI INTL REC AGENCY INC)",7298496 / 7298498,"4F DIONES BLDG 3709 BAUTISTA ST PALANAN, MAKATI&amp;nbsp",
Revoked,,4/6/2000 to 4/6/2002,JOY G MAGDURULAN,AIRBUS MANPOWER SERVICES ,9208518 / 9208522,NO. 142 MINDANAO AVE. QUEZON CITY&amp;nbsp,
Cancelled, None,6/7/2010 to 6/6/2014,NOEMI B MIRAFLOR,"AISIS INTERNATIONAL MANPOWER, INC.",5266097/3021019/3021392/3021394,"R202,205,208,300A&amp;302 GEDISCO  1564 MABINI ST&amp;nbspERMITA, MANILA",aisis_manpowerinc@yahoo.com
Delisted, None,5/25/2003 to 5/24/2007,MUHD RASYID BIN ABDULLAH,AISYAH TRADING & SERVICES,(032) 2560655 (telefax)4125185,SUITE7 GALERIA FUENTE GEN.MAXILOM AVE. CEBU CITY&amp;nbsp,aisyah@cebu.i-next.net &amp; aisyah94@yahoo.com 
Inactive,, to ,,AJ LEDESMA CONSTRUCTION CORPORATION , 858483 /  891635,TORRE DE SALCEDO BLDG SALCEDO ST&amp;nbspMAKATI,
Forever Banned,, to 1/23/1988,EDILBERTO PONSE,AJE MANAGEMENT & TECHNICAL SERVICES ,,101 TINDALO ST MAKATI MANILA&amp;nbsp,
Valid License,www.ajmplacement.com,5/31/2018 to 5/30/2022,JENNIFER HIROKO ISHIYAMA,"AJM PLACEMENT & RECRUITMENT AGENCY, INC.",(02) 8755680,L12 B4 P5B B CRISTOBAL ST GATCHALIAN SUB&amp;nbspLAS PI�AS,ADMIN@AJMPLACEMENT.COM
Delisted, None,6/29/2006 to 6/28/2010,SINFOROSO T MAGNO JR,AKAMON MANPOWER SERVICES INC (FORMERLY SEVEN SEAS MANPOWER SERVICES CORP),5561156 (TELEFAX),"MEZZANINE A, C,K. SY DIAMOND BLDG 156 LIBERTAD ST&amp;nbspPASAY CITY",MAGNO_SEVEN@YAHOO.COM
Delisted,,9/20/1996 to 9/19/1998,SEVERINO C FRANCISCO,AKAMSA INTERNATIONAL INC ,8185796 / 8185797,2ND FLR SMS ANNEX BLDG G.PUYAT AVE&amp;nbspMAKATI,
Valid License, None,3/5/2017 to 3/4/2021,CHRISTINE JOY L ROSARIO,AKIRO INTERNATIONAL MANPOWER SERVICES CO,4980602/  09952946979,"RM 401 4FLR NFWCP BLDG 962 J LLANES ESCODA ST&amp;nbspMALATE, MANILA",akirocompany@gmail.com
Denied Renewal, None,8/24/1998 to 8/23/2000,MS MA THERESA JAVIER,AL AMEER INTERNATIONAL SERVICES,5251504 / 5265777,MANILA&amp;nbsp,
Delisted, None,4/21/2000 to 4/20/2002,MR AMIN S ALI,"AL AMIN INTERNATIONAL MANPOWER SERVICES, INC.",5247298/ 5247310,RMS.203 &amp; 204  EDSOL SEYER 1175 A.MABINI ERMITA&amp;nbsp,
Cancelled, None,8/23/2007 to 8/22/2011,ESTELITA P CUADRA,AL ANWAR INTERNATIONAL MANPOWER SERVICES INC,526-6226/ 5265749,"S8,12,14&amp;20 (GF)  MIDLAND PLAZA COND, M. ADRIATICO&amp;nbspERMITA, MANILA", None
Delisted,,7/25/1996 to 7/24/1998,BERNARDO S LINGAT,AL ASSAF INTERNATIONAL MANPOWER MANAGE- MENT & GENERAL SERVICES CORPORATION,5314054 / 5313321,82 UNIT B LIBERTAD ST MANDALUYONG CITY&amp;nbsp,
Valid License,alassalmanpower.com,10/18/2018 to 10/17/2022,ARLENE D ALIMORONG,"AL ASSAL MANPOWER, INC.",5363480/ 5266680/ 5239006,"2656 TAFT AVE.&amp;nbspMALATE, MANILA",alassal@skyinet.net &amp; alassal@alassalmanpower.com
Valid License, None,10/15/2018 to 10/14/2022,ROWENA ROTAIRO-MUHSEN,"AL AWA`EL INTERNATIONAL MANPOWER, INC.",3101271/ 09453385858/ 09278538173/ 09613311742,"RM 1502, METROPOLITAN TOWER, 1746 A MABINI ST&amp;nbspMALATE, MANILA",alawael.mgt2014@yahoo.com/alawael.mgt2014@gmail.co
Valid License, None,9/5/2017 to 9/5/2019,ALEXANDER D FERNANDEZ,AL AXA INT'L MANPOWER SERVICES INC,2427173,"RMS 504, 505 &amp; 506 5/F JALANDONI BLDG 1444 A MABIN&amp;nbspERMITA, MANILA",alaxaintl@yahoo.com
Valid License,www.albatra-agency.com,3/20/2018 to 3/19/2022,EMAN F SHOMALI,AL BATRA RECRUITMENT AGENCY INC.,8875981,3RD FLOOR MRDC BLDG 85 GIL PUYAT AVENUE PALANAN&amp;nbspMAKATI,albatra@albatra-agency.com
Delisted,NA,4/9/2009 to 10/28/2009,JONALYN O. REOLIZO,AL BURJ INTERNATIONAL MANPOWER INC,8040528,U104&amp;301A JOLLILAND CND SN ROQUE ST 670EDSA PASAY&amp;nbspPASAY CITY,NA
Cancelled, None,12/5/2007 to 12/4/2011,ROWENA C NUQUI,AL FARABI MANPOWER SERVICES INC. (FOR AL FARABI MANPOWER SERVICES),4041426 / 4041427,"M-1557 &amp; M-1561, LUZ J HENSON BLDG. A MABINI ST.&amp;nbspERMITA, MANILA", None
Cancelled,www.alhirsh.com ,3/23/2004 to 3/22/2008,OLIVIA M HIRSH,AL HIRSH MANPOWER SERVICES INC,4501473/4501475/4501456,"R404,414,416 GEDISCO CTR 1564 A MABINI ST &amp;nbspERMITA, MANILA",sales@alhirsh.com 
Valid License,www.aljaziramanpower.com,6/17/2018 to 6/16/2022,LEAH V ALQAHTANI,AL JAZIRA MANPOWER SERVICES,2540405 / 2540406 / 09178379877,"1054 REMEDIOS STREET&amp;nbspMALATE, MANILA",aljazira_saeed@yahoo.com
Forever Banned,, to 12/13/1987,MR BERNARDO G MARCHAN,AL KHALEEJ INTERNATIONAL ,,2630 ROCKEFELLER ST&amp;nbspMAKATI,
Valid License,www.almanafinternational.com,10/30/2016 to 10/29/2020,EDWINA L. LIWAG,AL MANAF INTERNATIONAL MANPOWER CORP (FORMERLY MANAF INTERNATIONAL MANPOWER,2749311 - 12/ 7482845,"4TH FLOOR, KING'S BLDG, 2218 F B HARRISON ST COR W&amp;nbspPASAY CITY",info.ph@almanafinternational.com
Delisted,,5/21/1986 to 5/21/1988,MR JULIO A MUTUC,AL MANPOWER SERVICES & TRADING CORP ,,SUITE 1094-1095 VV SOLIVEN BLDG EDSA&amp;nbspSAN JUAN,
Cancelled, None,6/8/2007 to 6/7/2011,TESSIE L. ROMBINES,AL MILADI MANPOWER SERVICES INC,5265689/ 5265624,"R201,202,203&amp;204 JALANDONI BLG, 1444 A. MABINI&amp;nbspERMITA, MANILA",AL_MILADI@YAHOO.COM
Cancelled, None,2/8/2016 to 2/7/2020,CATALINA S CERBITO,AL MUSTAQBAL INTERNATIONAL INC (FORMERLY SC LIBAO INTERNATIONAL PROMOTION A,241-1341/ 354-6265,"GF, JKK PACIFIC TOWER, 1689 J. BOCOBO STREET&amp;nbspMALATE, MANILA",almustaqbal.23@gmail.com
Delisted, None,11/18/2015 to 5/17/2016,ATTY VISITACION P LAQUIAN,AL NOSSOR INTERNATIONAL MANPOWER SERVICES INC,(02) 5644679 / 09482240618,"GF ROYAL LUCKYLAND REALTY CORP BLG 1859 LM GUERERO&amp;nbspMALATE, MANILA",alnossor.manpower.ph@gmail.com
Valid License, None,10/19/2018 to 10/18/2022,GUADA H SALAO,AL RAFEDAIN MANPOWER INTL CORPORATION,310-9207/ 310-3674/0917-8669690 (mobile),"2654-D, LEVERIZA STREET&amp;nbspMALATE, MANILA",alrafedain_manpower@yahoo.com
Valid License,alromaithimanpower.biz,7/29/2014 to 7/28/2018,GIGI L. SAVET,AL ROMAITHI INTERNATIONAL MANPOWER SERVICES INC FORMERLY DYNAMIC ACHIEVERS,354-2892,"2F TETRA GLOBAL BLDG #1616 VASQUEZ COR PEDRO GIL S&amp;nbspMALATE, MANILA",alromaithimanpower@yahoo.com
Valid License, None,8/16/2015 to 8/15/2019,LALAINE G TOMANENG,"AL TAKA MANPOWER SERVICES, INC.(FOR. NBH INTERNATIONAL MANPOWER SERVICES)",5211034/3136962/3139563,"S409 &amp;412 (4F), L&amp;S BLG, 1414 ROXAS BLVD&amp;nbspERMITA, MANILA",altaka365@ymail.com
Cancelled, None,6/30/2003 to 6/29/2007,LOURDES M BUELO,AL TAW-AMM MANPOWER SERVICES,4009460,"R407,411&amp;1562G GEDISCO CTR 1564 MABINI ST ERMITA&amp;nbsp",lou_altawam@yaho.com 
Cancelled, None,7/7/2011 to 7/6/2015,NOEMI E DADUYO,"AL-ABEER MANPOWER SERVICES, INC.",400-6004,"2ND FLOOR , ARVENT BLDG., 1375 GEN. LUNA ST.&amp;nbspPACO, MANILA", None
Cancelled,www.alahramgroup.net,10/9/2010 to 10/8/2014,MARIE LYNETTE SYJUCO,AL-AHRAM INTERNATIONAL GROUP SERVICES INC,5365908/ 5244712,"R1,2,102,103&amp;302 JALANDONI BLG.1444 MABINI&amp;nbspERMITA, MANILA",philalahramgroup.net
Valid License,www.alalamia.ph,9/28/2018 to 9/27/2022,ERNESTO E SUAREZ,AL-ALAMIA INTERNATIONAL MANPOWER SERVICES,230-9648/ 230-9649/ 09178239292,"GF&amp;2F,MDSE BLG1, 2197 ALABASTRO,SAN ANDRES BUKID&amp;nbspMANILA",alalamia.ims@gmail.com
Delisted, None,1/5/1999 to 1/24/2001,MS JOSEPHINE T MOTIN,AL-ARAB INTERNATIONAL SERVICES (FOR CHACKNAM INTL SVCS),5261257 / 5284379,"RM 306&amp;406 JALANDONI BLDG SALAS COR. MABINI&amp;nbspERMITA, MANILA", None
Cancelled, None,3/6/2016 to 3/5/2020,JULIETA M BARIUAN,ALBA INTERNATIONAL PLACEMENT SERVICES INC. (FOR. BRIGHT FUTURE,4043746/ 703-7897/ 0928-3231819,"U901,915-916,1151 MH DEL PILAR COR N SRA DE GUIA&amp;nbspERMITA, MANILA",alba_international@yahoo.com
Delisted,,6/25/1996 to 6/24/1998,MS ALODIA LOVINA BATHAN,ALBA MANPOWER & GENERAL SERVICES ,8313056 / 8318592,1735 DIAN ST&amp;nbspMAKATI,
Cancelled, None,2/5/2004 to 2/4/2008,MA ANNABELLE E ESTEBAN,AL-BADYAH MANPOWER INTERNATIONAL SERVICES,5248005/ 5247196,"U-A4 SINAGOGA BLG 481 SINAGOGA &amp; DEL PILAR ST&amp;nbspMALATE, MANILA", None
Valid License,www.albargroup.com,7/11/2016 to 7/10/2020,JOSE ALBAR G. KATO,ALBAR SHIPPING & TRADING CORPORATION,8232391 / 8232396,"2649 MOLAVE ST,UNITED HILLS VILL&amp;nbspPARA�AQUE",acctg@albargroup.com.ph
Valid License, None,3/16/2015 to 3/16/2019,JUCELL E LUMALES,AL-BAYAN INTERNATIONAL MANPOWER SERVICES CO,986-6655/ 806-2941,"ROOMS 601&amp;602, MRS BUILDING 1431 A MABINI STREET&amp;nbspERMITA, MANILA",al_bayanintlmanpoweragency@yahoo.com
Delisted,,11/28/1999 to 11/27/2001,ALFREDO B BENITEZ,ALBEE SERVICES INTERNATIONAL CORP. (FOR. AL-JM SVCS. INT`L.),9150388 / 9150649,"No. 888 C RAYMUNDO AVE&amp;nbspMAYBUNGA, PASIG CITY",
Cancelled,NA,11/7/2007 to 11/6/2008,ALBERTO A. TANDUGON JR.,ALBERTO`S OVERSEAS AND EMPLOYMENT SERVICES,8531449,U704 7F CHATEU DE BAEI 149 ROXAS BLVD COR AIRPORT&amp;nbspPARA�AQUE,ALBERTO_OVERSEAS @YAHOO.COM
Cancelled,robustusqdiego@yahoo.com,5/5/2014 to 5/5/2015,LUIS A DIEGO,ALBERTSON HUMAN RESOURCES CO,5214404,"ROOMS 201 &amp; 202 #570 PADRE FAURA STREET&amp;nbspERMITA, MANILA", None
Valid License, None,8/26/2018 to 8/25/2022,JEANNIE C PARILLA,ALCARE MANPOWER SERVICES CORPORATION,8340281 / 8340284,UNIT C VIOLETA COURT 2814 FB HARRISON PASAY CITY&amp;nbspPASAY CITY, None
Delisted,,7/14/2003 to 7/13/2007,ALEXANDER E BAUTISTA,ALEBA INTERNATIONAL MANPOWER ,8727390/ 4712398,63 ST MARK ST PERPETUAL VILL PULANG LUPA LS PNAS&amp;nbsp,aleba_fmi@yahoo.com
Forever Banned,, to 6/5/1986,MR ALEJO I LABRADOR,AL-EID MANPOWER SERVICES ,,"1860 A &amp; B NEPOMUCENO BLDG L.GUINTO&amp;nbspMALATE, MANILA",
Delisted,, to 7/12/1986,MR ALFREDO LAGMAN JR,ALEN ENGINEERING CORPORATION ,,41 LINAW ST STA MESA HEIGHTS&amp;nbspQUEZON CITY,
Cancelled, None,8/22/2007 to 8/21/2011,SUSAN C AL-DHALAIN,AL-ETKHAN HUMAN RESOURCES & MANPOWER DEVELOPMENT,5212-233/5284867,"S2153-A &amp; B TAFT BUSINESS CTR TAFT AVE&amp;nbspMALATE, MANILA", None
Cancelled, None,11/8/2010 to 11/7/2014,MS CLARITA S HADDAD,AL-FAIZ INTERNATIONAL MANPOWER SERVICES INC (FOR FOUR BROTHERS MANP SVCS IN,5257952 / 5251479,"1641 &amp; 1643-A SAN MARCELINO STREET&amp;nbspMALATE, MANILA",haddad_alfaiz@yahoo.com
Cancelled, None,3/16/2007 to 3/15/2011,FATIMA F OLIMPO,AL-FATIH MANPOWER INTERNATIONAL SERVICES,8975034 / 8975039,"8006 tANGUILE ST SAN ANTONIO VILL&amp;nbspMAKATI, MAKATI",tiger2_966@yahoo.com 
